"Item Code","ItemStatus","Description","Size","Age","Proof","Bottles Per Case","Unit Price","Effective Date"
"8311B",,"MT GAY SUGAR CANE","750 ML",,80,12,20.50,04/01/2019
"8314B",,"COEUR DE LION V.S.O.P.-A.O.C. CALVADOS","750 ML",,80,6,79.95,04/01/2019
"8316B",,"HIGHLAND PARK LONACH DT 1968 39YR","750 ML","39 YRS",80,6,218.45,04/01/2019
"8317B",,"VOODOO TIKI TEQUILA ANEJO","750 ML",,80,6,39.00,04/01/2019
"8318B",,"VOODOO TIKI TEQUILA REPOSADO","750 ML",,80,6,33.00,04/01/2019
"8319B",,"DON CAMILO ANEJO","750 ML",,80,6,45.00,04/01/2019
"8320E",,"JINRO CHAMISUL SOJU","375 ML",,46,24,6.00,04/01/2019
"8322B",,"HINE ANTIQUE","750 ML",,80,6,99.00,04/01/2019
"8325B",,"CORRALEJO BLANCO","750 ML",,80,6,29.95,04/01/2019
"8327B",,"H W PEPPERMINT SCHNAPPS 60.0","750 ML",,60,12,3.00,04/01/2019
"8329B",,"FLOR DECANA CENTENARIO 21YR CERAMIC BTTL","750 ML","21 YRS",80,6,81.95,04/01/2019
"8330B",,"BANFI GRAPPA DI MONTALCINO","750 ML",,90,6,44.45,04/01/2019
"8331B",,"BECHEROVKA KARLSBADER BECHER HERBAL LIQ","750 ML",,76,6,19.95,04/01/2019
"8331F",,"BECHEROVKA KARLSBADER BECHER HERBAL LIQ","50 ML",,76,20,0.50,04/01/2019
"8332B",,"OLD FITZGERALD 1849","750 ML","8 YRS",90,12,16.60,04/01/2019
"8333B",,"HIRSCH 10 YEAR CANADIAN RYE","750 ML","10 YRS",86,6,22.00,04/01/2019
"8334B",,"MONTECRISTO 12 YEAR OLD GUATAMALA RUM","750 ML","12 YRS",80,6,19.00,04/01/2019
"8335B",,"HIRAM WALKER BLUEBERRY PASSION SCHNAPPS","750 ML",,30,12,10.45,04/01/2019
"8336B",,"LUXARDO AMARETTO WITH 2 GLASSES","750 ML",,54,6,11.00,04/01/2019
"8338B","@","EL DORADO 12 YEAR SPECIAL RESERVE DARK","750 ML","12 YRS",80,6,44.95,04/01/2019
"8339B",,"HIRSCH SELECTION RYE 12 YEAR","750 ML","12 YRS",86,6,44.45,04/01/2019
"8340D",,"EVERCLEAR PURPLE PASSION","200 ML",,26,24,1.90,04/01/2019
"8341B",,"3 VODKA","750 ML",,80,12,12.00,04/01/2019
"8342B",,"STOCK GRAPPA JULIA","750 ML",,80,12,12.00,04/01/2019
"8343H",,"SUNNYBROOK","1.75 L",,80,6,17.95,04/01/2019
"8344H",,"ELIJAH CRAIG","1.75 L","12 YRS",94,3,46.95,04/01/2019
"8345A",,"DEKUYPER GINGER BRANDY","LITER",,70,12,13.50,04/01/2019
"8346B",,"WISERS DELUXE","750 ML",,80,12,14.95,04/01/2019
"8346H",,"WISERS DELUXE","1.75 L",,80,6,34.95,04/01/2019
"8347B",,"BUCHANANS 18YR OLD SPECIAL RESERVE","750 ML","18 YRS",80,6,78.95,04/01/2019
"8348B",,"GRAN PATRON PLATINUM SILVER TEQUILA","750 ML",,80,3,199.95,04/01/2019
"8350B",,"EL JIMADOR ANEJO TEQUILA","750 ML",,80,6,25.95,04/01/2019
"8351B",,"ROTHMAN & WINTER CREME DE VIOLETTE","750 ML",,40,12,25.95,04/01/2019
"8352A",,"REVELSTOKE CANADIAN WSKY DSS BTL US 90PF","LITER",,90,12,18.10,04/01/2019
"8352B",,"REVELSTOKE CANADIAN WSKY DSS BTL US 90PF","750 ML",,90,12,5.00,04/01/2019
"8352F",,"REVELSTOKE CANADIAN WSKY DSS BTL US 90PF","50 ML",,90,60,0.50,04/01/2019
"8353B",,"CRUZAN BANANA FLAVORED V.I. RUM","750 ML",,55,12,11.95,04/01/2019
"8354B",,"CRUZAN COCONUT FLAVORED V.I. RUM","750 ML",,55,12,11.95,04/01/2019
"8355B",,"CRUZAN PINEAPPLE FLAVORED V.I. RUM","750 ML",,55,12,11.95,04/01/2019
"8356A",,"PITU AGUARDIENTE SUGAR CANE CACHCA BRNDY","LITER",,80,12,20.75,04/01/2019
"8357B",,"VAT 69 GOLD","750 ML",,80,12,16.45,04/01/2019
"8358B",,"BLADNOCH SHERRY WOOD 12 YEAR","750 ML","12 YRS",92,6,58.45,04/01/2019
"8359B",,"CONNEMARA IRISH POT STILLED SGL MLT IRSH","750 ML",,80,6,47.95,04/01/2019
"8360B",,"GRAND MACNISH 80P","750 ML","3 YRS",80,12,11.45,04/01/2019
"8361E",,"NONINO GRAPPA CRU  N/A","375 ML",,100,6,137.10,04/01/2019
"8363B",,"DEKUYPER APPLE BARREL","750 ML",,48,12,11.25,04/01/2019
"8365B",,"GRAN TORRES","750 ML",,78,12,22.30,04/01/2019
"8366B",,"MATTINGLY & MOORE","750 ML",,80,12,9.80,04/01/2019
"8367B",,"BRUICHLADDICH 15 YEAR","750 ML","15 YRS",92,6,47.00,04/01/2019
"8369B",,"DEKUYPER MIXED BERRY MEDLEY SCHNAPPS","750 ML",,30,12,3.00,04/01/2019
"8370B",,"SARATOGA DARK","750 ML",,80,12,5.00,04/01/2019
"8371B",,"ZYR (RUSSIAN) VODKA","750 ML",,80,6,23.00,04/01/2019
"8372B",,"MEUKOW XO COGNAC","750 ML","25 YRS",80,6,126.40,04/01/2019
"8373B",,"VIKINGFJORD CITRUS FLAVORED VOD (NORWAY)","750 ML",,75,12,14.95,04/01/2019
"8374B",,"NONINO QUINTESSENTIA AMARO LIQUEUR","750 ML",,70,6,48.60,04/01/2019
"8375B",,"VIKINGFJORD APPLE FLAVORED VODKA(NORWAY)","750 ML",,75,12,5.00,04/01/2019
"8376B",,"MARIE BRIZARD WATERMELON LIQUEUR","750 ML",,34,6,19.95,04/01/2019
"8377B",,"ISLE OF JURA SUPERSTITION SINGLE MALT","750 ML",,80,6,28.00,04/01/2019
"8379B",,"MARTELL CORDON BLEU","750 ML",,80,12,149.95,04/01/2019
"8380H",,"100 PIPERS","1.75 L",,80,6,24.30,04/01/2019
"8381E",,"AHA TORO 375ML TRI-PACK:1EA/BLNC/RPS/ANJ","375 ML",,80,4,35.00,04/01/2019
"8382B",,"RHUM DEPAZ BLUE CANE AGRICOLE AMBER","750 ML",,90,6,20.00,04/01/2019
"8383B",,"CAFE BOHEME CREAM LIQUEUR","750 ML",,32,12,20.45,04/01/2019
"8384B",,"CABANA BAY RASPBERRY RUM","750 ML",,48,12,5.00,04/01/2019
"8387H",,"CHI-CHI'S MANGO","1.75 L",,20,6,6.00,04/01/2019
"8388B",,"A H HIRSCH SELECTION SPECIAL RESERVE 20Y","750 ML","20 YRS",96,12,79.45,04/01/2019
"8389B",,"DULCE VIDA BLANCO TEQUILA","750 ML",,100,12,29.95,04/01/2019
"8391B",,"HPNOTIQ  VODKA & COGNAC LIQUEUR","750 ML",,34,6,21.95,04/01/2019
"8391E",,"HPNOTIQ  VODKA & COGNAC LIQUEUR","375 ML",,34,12,15.45,04/01/2019
"8392B",,"MARIE BRIZARD PEAR WILLIAM","750 ML",,60,6,27.40,04/01/2019
"8393B",,"CHARBAY CLEAR VODKA","750 ML",,80,6,5.00,04/01/2019
"8395B",,"BAFFERTS (ETCHED LIQUOR BOTTLE) FROM UK","750 ML",,80,6,11.00,04/01/2019
"8397B",,"CASA NOBLE ANEJO ""EXTRA AGED"" TEQUILA","750 ML","5 YRS",80,6,59.95,04/01/2019
"8399A",,"ROMANCE BY MILAGRO WHITE 100% AGAVE","LITER",,80,4,80.00,04/01/2019
"8400B",,"DON JULIO REPOSADO TEQUILA GOLD","750 ML",,80,6,56.95,04/01/2019
"8400F",,"DON JULIO REPOSADO TEQUILA GOLD","50 ML",,80,60,3.00,04/01/2019
"8402B",,"PARTIDA ELEGANTE 100% BLUE AGAVE","750 ML",,80,2,363.90,04/01/2019
"8403B",,"TURI ESTONIAN VODKA","750 ML",,80,12,5.00,04/01/2019
"8405B",,"TOMATIN 12Y","750 ML","12 YRS",86,6,39.95,04/01/2019
"8406B",,"ORIGINAL OLDBURY SHEEP DIP 1990 SNGL MLT","750 ML",,80,6,72.95,04/01/2019
"8407B",,"DULCE VIDA REPOSADO TEQUILA","750 ML",,100,12,34.95,04/01/2019
"8408E",,"NUX ALPINA WALNUT LIQUEUR","375 ML",,64,12,15.00,04/01/2019
"8409B",,"CLEAR CREEK KIRSCHWASSER","750 ML",,80,12,21.00,04/01/2019
"8410B",,"POLAR ICE","750 ML",,80,12,8.00,04/01/2019
"8411B",,"LAURIA ALPENSAHNE CREAM LIQUEUR","750 ML",,32,6,8.00,04/01/2019
"8412B",,"BENCHMARK SOUR MASH 80 PROOF","750 ML",,80,12,12.95,04/01/2019
"8412H",,"BENCHMARK SOUR MASH 80 PROOF","1.75 L",,80,6,24.95,04/01/2019
"8413B",,"CORAZON DE AGAVE BLANCO WHITE TEQUILA","750 ML",,80,6,29.95,04/01/2019
"8413E",,"CORAZON DE AGAVE BLANCO WHITE TEQUILA","375 ML",,80,12,10.95,04/01/2019
"8414B",,"CORAZON DE AGAVE REPOSADO GOLD TEQUILA","750 ML",,80,6,34.95,04/01/2019
"8414E",,"CORAZON DE AGAVE REPOSADO GOLD TEQUILA","375 ML",,80,12,11.95,04/01/2019
"8415B",,"OLD HEAVEN HILL VERY RARE","750 ML","8 YRS",86,12,13.25,04/01/2019
"8416B",,"SANTOS REPOSADO","750 ML",,80,12,24.45,04/01/2019
"8417A",,"BOLS CREME DE CASSIS","LITER",,35,12,12.05,04/01/2019
"8419E",,"JACOPO POLI GRAPPA AMOROSA DE VESPAIOLO","375 ML",,80,6,20.00,04/01/2019
"8420F",,"BRINLEY GOLD VARIETY","50 ML",,72,24,3.00,04/01/2019
"8422B",,"SCHENLEY OFC","750 ML","3 YRS",80,12,12.00,04/01/2019
"8424B",,"TYRCONNELL SINGLE MALT","750 ML","17 YRS",86,6,36.95,04/01/2019
"8428B",,"PAUL MASSON GRAND AMBER VSOP","750 ML",,80,12,15.45,04/01/2019
"8429B",,"CAMPBELTOWN LOCH BLENDED","750 ML","25 YRS",80,6,25.00,04/01/2019
"8430B",,"99 BLACKBERRIES SCHNAPPS","750 ML",,99,12,13.95,04/01/2019
"8431B",,"HIRSCH 22 YEAR OLD KENTUCKY RYE WHISKEY","750 ML","22 YRS",94,6,80.00,04/01/2019
"8432B","@","EFFEN RASPBERRY FLAVORED VODKA","750 ML",,70,6,26.95,04/01/2019
"8433B",,"JOHN POWERS & SON 12YO SPECIAL RESERVE","750 ML","12 YRS",80,6,42.95,04/01/2019
"8434E",,"SORTILEGE MAPLE SYRUP & WHISKEY LIQUEUR","375 ML",,30,6,25.95,04/01/2019
"8435B",,"GLAYVA SCOTCH  LIQUEUR","750 ML",,70,6,17.00,04/01/2019
"8437B",,"AUCHENTOSHAN LOWLAND SINGLE MALT SELECT","750 ML",,80,6,28.45,04/01/2019
"8439B",,"DEKUYPER TROPICAL PUNCH SCHNAPPS","750 ML",,30,12,6.00,04/01/2019
"8440B",,"DEKUYPER WATERMELON SQUEEZE SCHNAPPS","750 ML",,30,12,3.00,04/01/2019
"8442B",,"P.I.N.K. HERBS FLAVORED VODKA","750 ML",,80,6,14.00,04/01/2019
"8443B",,"LEGENDRE HERBSAINT ANISE","750 ML",,90,12,7.00,04/01/2019
"8444B",,"SMIRNOFF DARK ROASTED ESPRESSO FLAVORED","750 ML",,100,12,5.00,04/01/2019
"8444F",,"SMIRNOFF DARK ROASTED ESPRESSO FLAVORED","50 ML",,100,120,1.50,04/01/2019
"8445B",,"TORRES 10 SPANISH BRANDY","750 ML",,80,12,15.00,04/01/2019
"8446B",,"MYERS PLATINUM WHITE","750 ML",,80,12,14.95,04/01/2019
"8447B",,"EL TESORO ANEJO 7YEAR (70TH ANNIVERSARY)","750 ML","7 YRS",80,6,79.00,04/01/2019
"8448B",,"JOHNNIE WALKER BLUE KING GEORGE V EDITN","750 ML",,80,3,596.95,04/01/2019
"8450A",,"H W BLACKBERRY BRANDY","LITER",,70,12,8.00,04/01/2019
"8452B",,"PLYMOUTH GIN","750 ML",,82,6,37.00,04/01/2019
"8455B",,"OLD POTRERO SINGLE MALT STRAIGHT RYE","750 ML","3 YRS",123,6,49.00,04/01/2019
"8456E",,"CLEAR CREEK MIRABELLE PLUM BRANDY","375 ML",,80,12,29.95,04/01/2019
"8457B",,"GLENMORANGIE MADIERA WOOD","750 ML","12 YRS",86,6,59.00,04/01/2019
"8459B",,"SVEDKA CLEMENTINE FLAVORED VODKA","750 ML",,70,12,11.95,04/01/2019
"8460B",,"BALBLAIR SINGLE MALT SCOTCH","750 ML","10 YRS",86,6,49.00,04/01/2019
"8462B",,"CAOL ISLA SINGLE MALT SCOTCH","750 ML","15 YRS",80,6,84.50,04/01/2019
"8463B",,"ROSEBANK SINGLE MALT SCOTCH","750 ML","11 YRS",80,6,80.60,04/01/2019
"8464B",,"MORTLACH SINGLE MALT","750 ML","15 YRS",86,6,90.50,04/01/2019
"8465B",,"BENROMACH SINGLE MALT","750 ML",,80,6,59.00,04/01/2019
"8466B",,"ULTIMAT POLISH VODKA","750 ML",,80,6,22.95,04/01/2019
"8466E",,"ULTIMAT POLISH VODKA","375 ML",,80,12,3.00,04/01/2019
"8467B",,"FRIS SKANDIA LIME FLAVORED VODKA DENMARK","750 ML",,80,12,9.00,04/01/2019
"8468B",,"DISTILLER'S MASTERPIECE PORT FINISH","750 ML","20 YRS",98,3,249.90,04/01/2019
"8470B",,"CORSAIR GIN","750 ML",,88,6,15.00,04/01/2019
"8473B",,"ILLY CAFE COFFEE LIQUEUR","750 ML",,56,12,31.20,04/01/2019
"8474B",,"GLEN SCOTIA 12 YEAR SINGLE MALT SCOTCH","750 ML","14 YRS",86,6,57.00,04/01/2019
"8475B",,"HANGAR ONE MAKRUT LIME FLAVORED VODKA","750 ML",,80,12,3.00,04/01/2019
"8476B","@","TEQUILA SIETE LEGUAS REPOSADO","750 ML",,80,6,54.95,04/01/2019
"8477B",,"LUCID ABSINTHE SUPERIEURE","750 ML",,124,6,59.95,04/01/2019
"8477E",,"LUCID ABSINTHE SUPERIEURE","375 ML",,124,12,34.95,04/01/2019
"8478B",,"OLD WHISKEY RIVER STRAIGHT BOURBON","750 ML","6 YRS",86,12,26.45,04/01/2019
"8479B",,"ZEN GREEN TEA LIQUEUR (JAPAN)","750 ML",,40,12,15.00,04/01/2019
"8482B",,"CAFE RICA (COSTA RICA)","750 ML",,63,12,17.10,04/01/2019
"8484B",,"XTABENTUM HONEY LIQUEUR FROM MEXICO","750 ML",,60,6,20.00,04/01/2019
"8487B",,"360 COLA FLAVORED VODKA","750 ML",,70,12,9.00,04/01/2019
"8488B",,"TITO HANDMADE TEXAS VODKA","750 ML",,80,12,23.95,04/01/2019
"8488D",,"TITO HANDMADE TEXAS VODKA","200 ML",,80,24,5.95,04/01/2019
"8488E",,"TITO HANDMADE TEXAS VODKA","375 ML",,80,12,11.95,04/01/2019
"8488F",,"TITO HANDMADE TEXAS VODKA","50 ML",,80,60,2.50,04/01/2019
"8488H",,"TITO HANDMADE TEXAS VODKA","1.75 L",,80,6,39.95,04/01/2019
"8489B",,"EFFEN DUTCH VODKA","750 ML",,80,6,26.95,04/01/2019
"8489H","@","EFFEN DUTCH VODKA","1.75 L",,80,3,39.95,04/01/2019
"8490B",,"BOLS SOUR APPLE SCHNAPPS","750 ML",,34,12,8.95,04/01/2019
"8491B",,"LEMONCELLO LIQUOR TOSCHI","750 ML",,64,12,14.00,04/01/2019
"8492B","@","TEQUILA SIETE LEGUAS ANEJO","750 ML",,80,6,59.95,04/01/2019
"8494H",,"CHI-CHI'S MARGARITA","1.75 L",,20,6,10.45,04/01/2019
"8495H",,"CHI-CHI'S MEXICAN MUDSLIDE COCKTAIL","1.75 L",,25,6,10.45,04/01/2019
"8497B",,"COURVOISIER INITIALE EXTRA 6 PACK","750 ML",,80,6,159.00,04/01/2019
"8498B",,"AGUARDIENTE CRISTAL","750 ML",,80,12,18.95,04/01/2019
"8499B",,"DON Q GOLD RUM","750 ML",,80,12,13.50,04/01/2019
"8500B",,"DON Q CRISTAL RUM","750 ML",,80,12,13.50,04/01/2019
"8501H",,"CABIN STILL","1.75 L",,80,6,15.00,04/01/2019
"8503B",,"SMIRNOFF SPICED ROOT BEER FLAVORED VODKA","750 ML",,100,12,7.00,04/01/2019
"8503F",,"SMIRNOFF SPICED ROOT BEER FLAVORED VODKA","50 ML",,100,120,1.50,04/01/2019
"8504A",,"SCHONAUER APFEL SCHNAPPS","LITER",,42,12,12.00,04/01/2019
"8505B",,"GLENLOSSIE 27 YEARS BY COOPERS CHOICE","750 ML","27 YRS",92,6,111.45,04/01/2019
"8506B",,"FIREBALL CINNAMON WHISKEY","750 ML",,66,12,17.95,04/01/2019
"8506D",,"FIREBALL CINNAMON WHISKEY","200 ML",,66,48,4.95,04/01/2019
"8506E",,"FIREBALL CINNAMON WHISKEY","375 ML",,66,24,7.95,04/01/2019
"8506F",,"FIREBALL CINNAMON WHISKEY","50 ML",,66,60,1.50,04/01/2019
"8506H",,"FIREBALL CINNAMON WHISKEY","1.75 L",,66,6,29.95,04/01/2019
"8507B",,"ARRAN SINGLE CASK BOURGOGNE FINISH","750 ML",,117,6,67.95,04/01/2019
"8508B",,"STRATHISLA SINGLE MALT 40 YEAR","750 ML","40 YRS",80,6,256.00,04/01/2019
"8510B",,"GOZIO AMARETTO ALMOND ITALIAN LIQUEUR","750 ML",,48,6,26.95,04/01/2019
"8511B",,"DRY FLY WHEAT WHISKEY","750 ML",,80,6,39.95,04/01/2019
"8512B",,"ARRAN SINGLE CASK BOURBON FINISH","750 ML",,117,6,57.95,04/01/2019
"8514B",,"HARDY VS COGNAC","750 ML",,80,6,34.95,04/01/2019
"8514E",,"HARDY VS COGNAC","375 ML",,80,12,13.45,04/01/2019
"8514F",,"HARDY VS COGNAC","50 ML",,80,48,0.50,04/01/2019
"8515B",,"KELT VSOP COGNAC","750 ML",,80,6,35.00,04/01/2019
"8516H",,"CHI-CHI'S PINA COLADA (WAS TROPICAL)","1.75 L",,25,6,10.45,04/01/2019
"8517H",,"CHI-CHI'S POMEGRANATE MARTINI COCKTAIL","1.75 L",,25,6,10.45,04/01/2019
"8519B",,"PYRAT CASK 1623 DARK ANGUILLA RUM","750 ML","23 YRS",80,6,150.00,04/01/2019
"8520B",,"DON CESAR BODEGAS SAN ANTONIA PISCO PURO","750 ML",,86,12,3.00,04/01/2019
"8521B",,"DON CESAR PICSO ITALIA","750 ML",,86,12,17.00,04/01/2019
"8523A",,"HIJOS DE VILLA REPOSADO (RIFLE BOTTLE)","LITER",,80,4,89.00,04/01/2019
"8523D",,"HIJOS DE VILLA REPOSADO (RIFLE BOTTLE)","200 ML",,80,12,22.00,04/01/2019
"8525B",,"ARRAN SINGLE CASK SHERRY FINISH","750 ML",,117,6,44.00,04/01/2019
"8526B",,"ORANGE V FLAVORED VODKA","750 ML",,76,12,5.00,04/01/2019
"8526F",,"ORANGE V FLAVORED VODKA","50 ML",,76,120,1.00,04/01/2019
"8529B",,"VIKINGFJORD VOKDA OF NORWAY","750 ML",,90,12,12.95,04/01/2019
"8529D",,"VIKINGFJORD VOKDA OF NORWAY","200 ML",,90,24,5.40,04/01/2019
"8529H",,"VIKINGFJORD VOKDA OF NORWAY","1.75 L",,90,6,23.95,04/01/2019
"8532B",,"H W SLOE GIN 60.0","750 ML",,60,12,2.00,04/01/2019
"8533B",,"H W COFFEE BRANDY 60 PROOF","750 ML",,60,12,8.00,04/01/2019
"8534B",,"ZAPOPAN REPOSADO","750 ML",,80,12,27.95,04/01/2019
"8537B",,"ARRAN SINGLE CASK SASSICAIA FINISH","750 ML",,117,6,67.95,04/01/2019
"8538H",,"JOHN BEGG BLUE CAP","1.75 L",,80,6,15.00,04/01/2019
"8539B",,"RHUM ST JAMES HORS D'AGE","750 ML",,86,12,25.00,04/01/2019
"8540B",,"BUSHMILLS 21 YEAR OLD MALT WHISKEY","750 ML","21 YRS",80,6,249.95,04/01/2019
"8541B",,"QUINTESSENTIAL IMPORTED GIN","750 ML",,90,6,15.00,04/01/2019
"8542B",,"DEKUYPER WHITE","750 ML",,60,12,3.00,04/01/2019
"8543B",,"FLOR DE CANA GOLD DARK","750 ML","4 YRS",80,12,16.95,04/01/2019
"8544B",,"DOMAINE DE CANTON FRENCH GINGER W/COGNAC","750 ML",,56,6,26.95,04/01/2019
"8544F",,"DOMAINE DE CANTON FRENCH GINGER W/COGNAC","50 ML",,56,36,1.00,04/01/2019
"8545B",,"ROCK HILL FARMS","750 ML",,100,6,54.95,04/01/2019
"8546B",,"HANCOCKS RESERVE SINGLE BARREL SOUR MASH","750 ML",,89,6,55.60,04/01/2019
"8547B",,"ELMER T LEE SINGLE BARREL","750 ML",,90,12,37.95,04/01/2019
"8549B",,"MARTINI ROSATO","750 ML",,30,12,9.95,04/01/2019
"8552B",,"BOWMORE 16 YEAR OLD SINGLE MALT SCOTCH","750 ML","16 YRS",80,6,96.90,04/01/2019
"8555B",,"EL ESPOLON REPOSADO GOLD TEQUILA","750 ML",,80,6,51.05,04/01/2019
"8559B",,"RASPBERRY DI AMORE","750 ML",,33,12,11.95,04/01/2019
"8560B",,"AGAVERO LIQUEUR","750 ML",,64,6,29.95,04/01/2019
"8562B",,"AGWA DE BOLIVIA LIQUEUR","750 ML",,60,6,3.00,04/01/2019
"8562F",,"AGWA DE BOLIVIA LIQUEUR","50 ML",,60,120,0.50,04/01/2019
"8566B",,"BLACK MAPLE HILL SINGLE BARREL 16 YEAR","750 ML","16 YRS",95,12,94.00,04/01/2019
"8569B",,"BLACK BOTTLE ORIGINAL","750 ML",,80,12,22.60,04/01/2019
"8570B",,"BOWMORE CASK SCOTCH","750 ML",,112,6,54.25,04/01/2019
"8571B",,"EL TESORO DE DON FELIPE REPOSADO","750 ML",,80,6,44.95,04/01/2019
"8572B",,"ALTO DEL CARMEN RESERVADO PISCO CHILEAN","750 ML",,80,12,19.95,04/01/2019
"8573B",,"HENRY MCKENNA SINGLE BARREL","750 ML","10 YRS",100,6,36.95,04/01/2019
"8574B",,"MARIE BRIZARD BLACKBERRY","750 ML",,80,12,20.45,04/01/2019
"8576B",,"JUANITO GOLD DISTILLED SPIRIT SPECIALTY","750 ML",,80,12,5.00,04/01/2019
"8576H",,"JUANITO GOLD DISTILLED SPIRIT SPECIALTY","1.75 L",,80,6,23.25,04/01/2019
"8577B",,"CONVIDADO DE BACO SOLERA BRANDY","750 ML",,80,6,23.95,04/01/2019
"8578B",,"44 DEGREES NORTH HUCKLEBERRY FLAVORED VD","750 ML",,70,12,29.95,04/01/2019
"8578E","@","44 DEGREES NORTH HUCKLEBERRY FLAVORED VD","375 ML",,70,12,14.95,04/01/2019
"8578H",,"44 DEGREES NORTH HUCKLEBERRY FLAVORED VD","1.75 L",,70,6,49.95,04/01/2019
"8580B",,"RHUM ST JAMES ROYAL AMBRE DARK FRENCH","750 ML",,90,12,24.10,04/01/2019
"8581B",,"WET BY BEEFEATER","750 ML",,70,12,26.45,04/01/2019
"8582B",,"LIQUID VODKA","750 ML",,80,12,3.00,04/01/2019
"8582F",,"LIQUID VODKA","50 ML",,80,120,1.00,04/01/2019
"8583B",,"HERENCIA DE PLATA SILVER","750 ML",,80,6,44.45,04/01/2019
"8584B",,"XXX SIGLO TREINTA","750 ML",,80,12,12.00,04/01/2019
"8586B",,"DEKUYPER MOUNTAIN STRAWBERRY","750 ML",,48,12,5.00,04/01/2019
"8587A",,"CABRITO BLANCO","LITER","1 YR",80,12,15.00,04/01/2019
"8587B",,"CABRITO BLANCO","750 ML","1 YR",80,12,5.00,04/01/2019
"8588D",,"HARDY CHAIRMANS FISHERMANS FLASK","200 ML",,80,12,12.00,04/01/2019
"8589D",,"HARDY CHAIRMANS GOLFERS FLASK","200 ML",,80,12,12.00,04/01/2019
"8590A",,"CORBY'S CANADIAN WHISKEY","LITER",,80,12,10.30,04/01/2019
"8591B",,"DON JULIO 1942 GOLD TEQUILA","750 ML",,80,6,134.95,04/01/2019
"8592B",,"CARAVELLA LIMONCELLO LEMON LIQUEUR","750 ML",,64,6,21.95,04/01/2019
"8593B",,"SEAGRAM'S GIN & JUICE RUBY RD GRAPEFRUIT","750 ML",,40,12,10.45,04/01/2019
"8594B",,"CATDADDY CAROLINA MOONSHINE SPECIALTY","750 ML",,80,6,3.00,04/01/2019
"8596B",,"JOHN BARR EXCELLENCE SINGLE MALT","750 ML",,112,6,139.00,04/01/2019
"8597E",,"LUXARDO SLIVOVITZ PLUM LIQUEUR","375 ML",,80,12,12.00,04/01/2019
"8598B",,"VAN HOO VODKA","750 ML",,80,12,23.45,04/01/2019
"8599B",,"RUBI VSOP BRANDY","750 ML",,80,12,19.45,04/01/2019
"8599E",,"RUBI VSOP BRANDY","375 ML",,80,12,8.95,04/01/2019
"8599F",,"RUBI VSOP BRANDY","50 ML",,80,48,2.75,04/01/2019
"8599H",,"RUBI VSOP BRANDY","1.75 L",,80,6,30.45,04/01/2019
"8600B","@","VELVET FALERNUM","750 ML",,22,12,20.95,04/01/2019
"8601B",,"JOHNNY DRUM 15 YR PRIVATE STOCK BOURBON","750 ML",,101,6,5.00,04/01/2019
"8602B",,"HANGAR 1 MANDARIN BLOSSOM FLAVORED VODKA","750 ML",,80,12,24.95,04/01/2019
"8604B",,"LONGROW 10 YEAR SCOTCH","750 ML","10 YRS",92,6,88.45,04/01/2019
"8605B",,"HIRSCH 20 YEAR OLD CANADIAN RYE WHISKEY","750 ML","20 YRS",86,6,15.00,04/01/2019
"8608A",,"CORONADO ROMPOPE IMPORTED CREAM LIQUEUR","LITER",,40,12,16.30,04/01/2019
"8610F",,"SQUARE ONE ORGANIC CUCUMBER FLAVORED","50 ML",,80,120,0.50,04/01/2019
"8611B",,"MIDNIGHT MOON CAROLINA MOONSHINE","750 ML",,80,6,24.95,04/01/2019
"8612B",,"GLEN SCOTIA 17 YEAR SCOTCH","750 ML","17 YRS",86,6,79.00,04/01/2019
"8613B",,"RON VIEJO DE CALDAS (COLOMBIA)","750 ML",,80,12,3.00,04/01/2019
"8614A",,"CYNAR APERITIF","LITER",,33,12,22.95,04/01/2019
"8614B",,"CYNAR APERITIF","750 ML",,33,12,8.00,04/01/2019
"8615B",,"FORTY CREEK 3 GRAIN CANADIAN","750 ML",,80,12,20.45,04/01/2019
"8616B",,"CABANA CACHACA BRAZILIAN LIGHT RUM","750 ML","9 MOS",80,6,9.00,04/01/2019
"8618B",,"FORTY CREEK BARREL SELECT CANADIAN","750 ML",,80,12,18.95,04/01/2019
"8618F",,"FORTY CREEK BARREL SELECT CANADIAN","50 ML",,80,120,1.75,04/01/2019
"8618H",,"FORTY CREEK BARREL SELECT CANADIAN","1.75 L",,80,6,43.95,04/01/2019
"8619B",,"KENTUCKY VINTAGE 17 YEAR","750 ML","17 YRS",94,6,66.10,04/01/2019
"8620B",,"HIRSCH 25 YEAR SMALL BATCH","750 ML","25 YRS",87,6,234.45,04/01/2019
"8621B",,"GRAN CENTENARIO PLATA WHITE TEQUILA","750 ML",,80,12,27.95,04/01/2019
"8622B",,"VIPER SOUR APPLE SCHNAPPS","750 ML",,80,12,20.45,04/01/2019
"8623B",,"TORTUGA SPICED FLAVORED RUM","750 ML",,80,12,19.90,04/01/2019
"8624B",,"HIRSCH 28 YEAR SMALL BATCH","750 ML","28 YRS",87,6,397.95,04/01/2019
"8625B",,"TOBERMORY SINGLE MALT SCOTCH WHISKEY","750 ML","10 YRS",80,12,32.80,04/01/2019
"8626B",,"STING SOUR RASPBERRY SCHNAPPS","750 ML",,80,12,10.00,04/01/2019
"8627B",,"PURASANGRE CACTUS SERIES BLANCO TEQUILA","750 ML",,80,6,42.45,04/01/2019
